groups        	ID	Name
Small molecule	OK3	(R)-3-(4-(AMINOMETHYL)BENZAMIDO)-8-CARBOXY-2,2- DIHYDROXY-3,4-DIHYDRO-2H-BENZO[E][1,2]OXABORININ-2- UIDE
Small molecule	OLA	OLEIC ACID
Small molecule	OMO	MO(VI)(=O)(OH)2 CLUSTER
Small molecule	ONL	5-OXO-L-NORLEUCINE
Small molecule	OOG	2-OXOADIPIC ACID
Small molecule	OPE	O-PHOSPHOETHANOLAMINE
Small molecule	ORN	L-ORNITHINE
Small molecule	ORO	OROTIC ACID
Small molecule	OSB	2-SUCCINATOBENZOATE
Small molecule	OTP	ALL-TRANS-OCTAPRENYL DIPHOSPHATE
Small molecule	OXD	OXALIC ACID
Small molecule	OXE	O-XYLENE
Small molecule	OXL	OXALATE(2-)
Small molecule	OXM	OXAMIC ACID
Small molecule	OXY	DIOXYGEN
Small molecule	OYA	OCTANAL
Small molecule	P1T	PYRIDOXYL-ALANINE-5-PHOSPHATE
Small molecule	P2E	(Z)-7-[(1R,2R,3R)-3-HYDROXY-2-[(E,3S)-3-HYDROXYOCT-1- ENYL]-5-OXO-CYCLOPENTYL]HEPT-5-ENOIC ACID;PROSTAGLANDIN E2
Small molecule	P34	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE
Small molecule	P3A	PHOSPHATIDYLGLYCEROL-PHOSPHOGLYCEROL
Small molecule	P4P	TETRAPHENYLPHOSPHONIUM
Small molecule	P6F	D-FRUCTOSE 1,6-BISPHOSPHATE
Small molecule	P6G	HEXAETHYLENE GLYCOL
Small molecule	P6L	(2S)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(6E)-HEXADEC-6-ENOYLOXY]PROPYL(8E)-OCTADEC-8-ENOATE
Small molecule	PA0	PHENYLARSINE OXIDE
Small molecule	PA1	PAROMOMYCIN (RING 1)
Small molecule	PA5	5-PHOSPHOARABINONIC ACID
Small molecule	PAB	4-AMINOBENZOIC ACID
Small molecule	PAC	PHENYLACETIC ACID
Small molecule	PAE	PHOSPHONOACETIC ACID
Small molecule	PAM	PALMITOLEIC ACID
Small molecule	PAP	3'-PHOSPHATE-ADENOSINE-5'-DIPHOSPHATE
Small molecule	PAR	PAROMOMYCIN
Small molecule	PAZ	(R)-4'-PHOSPHOPANTOTHENIC ACID
Small molecule	PBC	PHENYLBORONIC ACID
Small molecule	PBE	N,N-DIMETHYL-L-PROLINIUM
Small molecule	PBU	(2R)-3-{[(R)-HYDROXY{[(1R,2R,3S,4R,5R,6S)-2,3,6-TRIHYDROXY-4,5-BIS(PHOSPHONOOXY)CYCLOHEXYL]OXY}PHOSPHORYL]OXY}PROPANE-1,2-DIYLDIBUTANOATE
Small molecule	PC	PHOSPHOCHOLINE
Small molecule	PCA	5-OXO-L-PROLINE RESIDUE
Small molecule	PCG	CYCLIC GMP
Small molecule	PCI	PENTACHLOROPHENOL
Small molecule	PCR	P-CRESOL
Small molecule	PCZ	(2R)-2-[(1R)-1-{[(2Z)-2-(2-AMINO-1,3-THIAZOL-4-YL)-2-(METHOXYIMINO)ACETYL]AMINO}-2-OXOETHYL]-5-METHYLIDENE-5,6-DIHYDRO-2H-1,3-THIAZINE-4-CARBOXYLIC ACID
Small molecule	PD2	LUTIDINIC ACID
Small molecule	PDA	PYRIDOXYL-ALANINE-5-PHOSPHATE
Small molecule	PDC	DIPICOLINIC ACID
Small molecule	PDO	PROPANE-1,3-DIOL
Small molecule	PE0	2-AMINOPTERIDIN-4(3H)-ONE
Small molecule	PE7	1-DEOXY-1-THIO-HEPTAETHYLENE GLYCOL
Small molecule	PEA	2-PHENYLETHYLAMINE
Small molecule	PEB	PHYCOERYTHROBILIN
Small molecule	PEF	PE(16:0/16:0)
Small molecule	PEG	DIETHYLENE GLYCOL
Small molecule	PEL	2-PHENYLETHANOL
Small molecule	PEO	HYDROGEN PEROXIDE
Small molecule	PEP	PHOSPHOENOLPYRUVATE
Small molecule	PER	PEROXIDE
Small molecule	PFF	4-FLUORO-L-PHENYLALANINE
Small molecule	PG4	TETRAETHYLENE GLYCOL
Small molecule	PGA	2-PHOSPHOGLYCOLIC ACID
Small molecule	PGE	TRIETHYLENE GLYCOL
Small molecule	PGH	PHOSPHOGLYCOLOHYDROXAMIC ACID
Small molecule	PGO	(S)-PROPANE-1,2-DIOL
Small molecule	PGW	PHOSPHATIDYLGLYCEROL(1-)
Small molecule	PH2	2-AMINO-6-HYDROXYMETHYL-7,8-DIHYDRO-3H-PTERIDIN-4-ONE
Small molecule	PHE	L-PHENYLALANINE
Small molecule	PHN	1,10-PHENANTHROLINE
Small molecule	PHT	PHTHALIC ACID
Small molecule	PHU	1-PHENYLUREA
Small molecule	PIE	1,2-DIACYL-SN-GLYCERO-3-PHOSPHOINOSITOL
Small molecule	PIM	4-PHENYLIMIDAZOLE
Small molecule	PIN	2,2'-PIPERAZINE-1,4-DIYLBISETHANESULFONIC ACID
Small molecule	PIO	1-PHOSPHATIDYL-1D-MYO-INOSITOL 4,5-BISPHOSPHATE
Small molecule	PIS	TRIHYDROGEN THIODIPHOSPHATE
Small molecule	PIT	PICEATANNOL
Small molecule	PL9	2,3-DIMETHYL-5-(3,7,11,15,19,23,27,31,35-NONAMETHYL-2,6,10,14,18,22,26,30,34-HEXATRIACONTANONAENYL-2,5-CYCLOHEXADIENE-1,4-DIONE-2,3-DIMETHYL-5-SOLANESYL-1,4-BENZOQUINONE
Small molecule	PLG	N-PYRIDOXYL-GLYCINE-5-MONOPHOSPHATE
Small molecule	PLM	PALMITIC ACID
Small molecule	PLP	PYRIDOXAL 5'-PHOSPHATE
Small molecule	PLR	(5-HYDROXY-4,6-DIMETHYLPYRIDIN-3-YL)METHYL DIHYDROGEN PHOSPHATE
Small molecule	PLS	PLP-SER
Small molecule	PLX	(9R,11S)-9-({[(1S)-1-HYDROXYHEXADECYL]OXY}METHYL)-2,2-DIMETHYL-5,7,10-TRIOXA-2LAMBDA~5~-AZA-6LAMBDA~5~-PHOSPHAOCTACOSANE-6,6,11-TRIOL
Small molecule	PMP	PYRIDOXAMINE 5'-PHOSPHATE
Small molecule	PMS	PHENYLMETHANESULFONIC ACID
Small molecule	PNK	BENZYLPENICILLOIC ACID
Small molecule	PNM	OPEN FORM - PENICILLIN G
Small molecule	PNS	PANTETHEINE 4'-PHOSPHATE
Small molecule	PO3	PHOSPHITE ION
Small molecule	PO4	PHOSPHATE ION
Small molecule	POG	POLY(PROPYLENE GLYCOL) MACROMOLECULE
Small molecule	POL	PROPAN-1-OL
Small molecule	POP	DIPHOSPHATE(2-)
Small molecule	PP3	ALANYL-PYRIDOXAL-5'-PHOSPHATE
Small molecule	PP9	PROTOPORPHYRIN
Small molecule	PPV	DIPHOSPHATE(4-)
Small molecule	PPY	KETO-PHENYLPYRUVIC ACID
Small molecule	PQQ	PYRROLOQUINOLINE QUINONE(3-)
Small molecule	PRE	PREPHENIC ACID
Small molecule	PRO	L-PROLINE
Small molecule	PRP	5-O-PHOSPHONO-ALPHA-D-RIBOFURANOSYL DIPHOSPHATE
Small molecule	PSE	O-PHOSPHOETHANOLAMINE
Small molecule	PSF	PHOSPHATIDYLSERINE
Small molecule	PT1	PTEROIC ACID
Small molecule	PT5	(1S)-2-{[(R)-HYDROXY{[(1R,2R,3S,4R,5R,6S)-2,3,6-TRIHYDROXY-4,5-BIS(PHOSPHONOOXY)CYCLOHEXYL]OXY}PHOSPHORYL]OXY}-1-[(OCTADECANOYLOXY)METHYL]ETHYL (8E,11E)-ICOSA-5,8,11,14-TETRAENOATE
Small molecule	PTD	GLUTARALDEHYDE
Small molecule	PTR	O(4)-PHOSPHO-L-TYROSINE
Small molecule	PUT	PUTRESCINE
Small molecule	PUY	PUROMYCIN(1+)
Small molecule	PXG	3-[O-PHOSPHONOPYRIDOXYL]--AMINO-BENZOIC ACID
Small molecule	PXL	PYRIDOXAL
Small molecule	PXN	PENTAERYTHRITOL PROPOXYLATE
Small molecule	PYD	2,5-DIMETHYLPYRIMIDIN-4-AMINE
Small molecule	PYR	PYRUVIC ACID
Small molecule	PYZ	4-IODOPYRAZOLE
Small molecule	PZA	PYRAZINECARBOXAMIDE
Small molecule	PZE	PIPERAZINE
Small molecule	QEL	4-[(1R,2S)-2-(4-BENZYLPIPERIDIN-1-YL)-1-HYDROXYPROPYL]PHENOL
Small molecule	QI9	QUININE;(3ALPHA,8ALPHA,9R)-6'-METHOXYCINCHONAN-9-OL
Small molecule	QIC	QUINIC ACID
Small molecule	QPS	ACARBOSE
Small molecule	QSO	BIOCHANIN A
Small molecule	QUE	QUERCETIN
Small molecule	QUS	QUISQUALATE
Small molecule	R5P	5-O-PHOSPHONO-BETA-D-RIBOFURANOSE
Small molecule	R78	4-{[(7R)-8-CYCLOPENTYL-7-ETHYL-5-METHYL-6-OXO-5,6,7,8-TETRAHYDROPTERIDIN-2-YL]AMINO}-3-METHOXY-N-(1-METHYLPIPERIDIN-4-YL)BENZAMIDE
Small molecule	RAF	RAFFINOSE
Small molecule	RAM	ALPHA-L-RHAMNOPYRANOSE
Small molecule	RB0	D-RIBITOL
Small molecule	RBF	RIBOFLAVIN(1-)
Small molecule	RCO	RESORCINOL
Small molecule	RDF	PHOSPHORAMIDON
Small molecule	RE	RHENIUM ATOM
Small molecule	REF	ELLAGIC ACID
Small molecule	RET	RETINAL
Small molecule	RFP	RIFAMPICIN
Small molecule	RIB	RIBOSE
Small molecule	RIO	VISTAMYCIN
Small molecule	RIP	BETA-D-RIBOPYRANOSE
Small molecule	RIS	1-HYDROXY-2-(3-PYRIDINYL)ETHYLIDENE BIS-PHOSPHONIC ACID
Small molecule	RIT	RITONAVIR
Small molecule	RM4	BETA-L-RHAMNOPYRANOSE
Small molecule	RMN	(R)-MANDELIC ACID
Small molecule	RNP	(1E,2R)-1-(ISOPROPYLIMINO)-3-(1-NAPHTHYLOXY)PROPAN-2-OL
Small molecule	RP5	5-O-PHOSPHONO-BETA-D-RIBOFURANOSE
Small molecule	RTL	RETINOL
Small molecule	RTZ	10-{2-[(2R)-1-METHYLPIPERIDIN-2-YL]ETHYL}-2-(METHYLSULFANYL)-10H-PHENOTHIAZINE
Small molecule	RUB	1,5-DI-O-PHOSPHONO-D-RIBULOSE
Small molecule	RWZ	N-[(2Z)-3,7-DIMETHYLOCTA-2,6-DIEN-1-YL]-N'-[(1R,3S,5R,7R)-TRICYCLO[3.3.1.1~3,7~]DEC-2-YL]ETHANE-1,2-DIAMINE
Small molecule	S1P	SPHINGOSINE 1-PHOSPHATE(1-)
Small molecule	SA8	ADOMDB
Small molecule	SAH	S-ADENOSYL-L-HOMOCYSTEINE
Small molecule	SAL	SALICYLIC ACID
Small molecule	SAM	S-ADENOSYL-L-METHIONINE
Small molecule	SAN	SULFANILAMIDE
Small molecule	SAS	SULFASALAZINE
Small molecule	SAU	SANGUINARINE
Small molecule	SBT	BUTAN-2-OL
Small molecule	SC2	N-ACETYL-L-CYSTEINE
Small molecule	SCA	SUCCINYL-COA
Small molecule	SCN	THIOCYANATE
Small molecule	SEP	O-PHOSPHO-L-SERINE RESIDUE
Small molecule	SER	L-SERINE
Small molecule	SEY	SELENOUREA
Small molecule	SF4	TETRA-MU3-SULFIDO-TETRAIRON
Small molecule	SFG	SINEFUNGIN
Small molecule	SGC	4-DEOXY-4-THIO-BETA-D-GLUCOPYRANOSE
Small molecule	SGN	N,O6-DISULFO-GLUCOSAMINE
Small molecule	SGV	SANGIVAMYCIN
Small molecule	SHA	SALICYLHYDROXAMIC ACID
Small molecule	SHF	4-OXOPENTANOIC ACID
Small molecule	SHG	2-DEOXY-2-FLUORO-BETA-D-GLUCOSE
Small molecule	SHV	HEPTANOIC ACID
Small molecule	SIA	N-ACETYLNEURAMINIC ACID
Small molecule	SIN	SUCCINIC ACID
Small molecule	SKE	4-({5-AMINO-1-[(2,6-DIFLUOROPHENYL)CARBONYL]-1H-1,2,4-TRIAZOL-3-YL}AMINO)BENZENESULFONAMIDE
Small molecule	SKM	SHIKIMIC ACID
Small molecule	SLB	N-ACETYL-BETA-NEURAMINIC ACID
Small molecule	SLT	LACTOSE SIALIC ACID
Small molecule	SMA	STIGMATELLIN A
Small molecule	SMN	(S)-MANDELIC ACID
Small molecule	SO3	SULFITE
Small molecule	SO4	SULFATE
Small molecule	SOE	ALPHA-L-SORBOPYRANOSE
Small molecule	SOP	[(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-4-HYDROXY-3-(PHOSPHONOOXY)TETRAHYDROFURAN-2-YL]METHYL (3R)-3-HYDROXY-2,2-DIMETHYL-4-OXO-4-{[3-OXO-3-({2-[(2-OXOPROPYL)THIO]ETHYL}AMINO)PROPYL]AMINO}BUTYLDIHYDROGEN DIPHOSPHATE
Small molecule	SOR	D-GLUCITOL
Small molecule	SP5	N(1)-ACETYLSPERMINE
Small molecule	SPD	SPERMIDINE
Small molecule	SPM	SPERMINE
Small molecule	SRO	SEROTONIN(1+)
Small molecule	SRY	STREPTOMYCIN
Small molecule	ST9	STEAROYL-COA
Small molecule	STE	STEARIC ACID
Small molecule	STI	IMATINIB
Small molecule	STL	RESVERATROL
Small molecule	STR	PROGESTERONE
Small molecule	STU	STAUROSPORINE
Small molecule	SUC	SUCROSE
Small molecule	SUP	SUCROSE 6'-PHOSPHATE
Small molecule	SWF	S-WARFARIN
Small molecule	SYN	ETHENYLBENZENE;STYRENE
Small molecule	T3A	N-(TRIS(HYDROXYMETHYL)METHYL)-3-AMINOPROPANESULFONICACID
Small molecule	T3Q	[(3R,4S,5S,6R)-4-AMINO-3,5-DIHYDROXY-6-METHYLOXAN-2-YL][HYDROXY-[[(2R,3S,5R)-3-HYDROXY-5-(5-METHYL-2,4-DIOXOPYRIMIDIN-1-YL)OXOLAN-2-YL]METHOXY]PHOSPHORYL]HYDROGEN PHOSPHATE
Small molecule	T3Y	25,26,27,28-TETRAHYDROXYPENTACYCLO[19.3.1.1~3,7~.1~9,13~.1~15,19~]OCTACOSA-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-DODECAENE-5,11,17,23-TETRASULFONICACID
Small molecule	T44	L-THYROXINE
Small molecule	T6C	2,4,6-TRICHLOROPHENOL
Small molecule	T6P	TREHALOSE 6-PHOSPHATE
Small molecule	TAR	D-TARTARIC ACID
Small molecule	TAS	ARSENOUS ACID
Small molecule	TAT	ADENOSINE-5'-RP-ALPHA-THIO-TRIPHOSPHATE
Small molecule	TAU	TAURINE
Small molecule	TBN	TUBERCIDIN
Small molecule	TBP	2,4,6-TRIBROMOPHENOL
Small molecule	TBY	TRIBUTYLSTANNANE
Small molecule	TCA	TRANS-CINNAMIC ACID
Small molecule	TCE	TRIS(2-CARBOXYETHYL)PHOSPHINE
Small molecule	TCH	TAUROCHOLIC ACID
Small molecule	TCI	DRONABINOL
Small molecule	TCK	N-[(1S)-5-AMINO-1-(CHLOROACETYL)PENTYL]-4-METHYLBENZENESULFONAMIDE
Small molecule	TDA	TRIDECANOIC ACID
Small molecule	TDL	3-[(4-AMINO-2-METHYLPYRIMIDIN-5-YL)METHYL]-2-(1-CARBOXY-1-HYDROXYETHYL)-5-(2-{[HYDROXY(PHOSPHONOOXY)PHOSPHORYL]OXY}ETHYL)-4-METHYL-1,3-THIAZOL-3-IUM
Small molecule	TDP	THIAMINE(1+) DIPHOSPHATE
Small molecule	TDR	THYMINE
Small molecule	TDZ	TROGLITAZONE
Small molecule	TEM	3-HYDROXY-4-[[(E)-3-OXOPROP-1-ENYL]AMINO]BUTANAL
Small molecule	TEP	THEOPHYLLINE
Small molecule	TES	TESTOSTERONE
Small molecule	TFA	TRIFLUOROACETYL GROUP
Small molecule	TFB	TETRAHYDROFURAN-2-CARBOXYLIC ACID
Small molecule	THG	(6S)-5,6,7,8-TETRAHYDROFOLATE(2-)
Small molecule	THH	5-METHYLTETRAHYDROFOLATE
Small molecule	THJ	THIOSULFATE(2-)
Small molecule	THR	L-THREONINE
Small molecule	TIY	2,3,4,6-TETRAHYDROXY-5H-BENZO[7]ANNULEN-5-ONE
Small molecule	TLA	L-TARTARIC ACID
Small molecule	TLF	2-[(3-CHLORO-2-METHYLPHENYL)AMINO]BENZOIC ACID;TOLFENAMIC ACID
Small molecule	TME	PROPANE
Small molecule	TMO	TRIMETHYLAMINE N-OXIDE
Small molecule	TMP	DTMP
Small molecule	TNR	O-(N-ACETYL-ALPHA-D-GALACTOSAMINYL)-L-SERINE
Small molecule	TOP	TRIMETHOPRIM
Small molecule	TOU	THIOUREA
Small molecule	TOY	TOBRAMYCIN
Small molecule	TP5	THIOPHENE-3-CARBOXIMIDAMIDE
Small molecule	TPF	FLUCONAZOLE
Small molecule	TPO	O-PHOSPHO-L-THREONINE
Small molecule	TPP	THIAMINE(1+) DIPHOSPHATE(3-)
Small molecule	TRE	TREHALOSE
Small molecule	TRH	2'-DEOXY-THYMIDINE-BETA-L-RHAMNOSE
Small molecule	TRP	L-TRYPTOPHAN
Small molecule	TRS	HTRIS
Small molecule	TRT	1-[2-[2-(2-METHOXYETHOXY)ETHOXY]ETHOXY]-4-(2,4,4-TRIMETHYLPENTAN-2-YL)BENZENE
Small molecule	TS6	PHOSPHOROTHIOIC O,O,S-ACID
Small molecule	TSA	8-HYDROXY-2-OXA-BICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID
Small molecule	TSN	TRICHOSTATIN A
Small molecule	TSS	TRYPTAMINE
Small molecule	TSU	TOLUENE-4-SULFONIC ACID
Small molecule	TTP	DTTP
Small molecule	TUD	TAUROCHENODEOXYCHOLIC ACID
Small molecule	TXP	1,4,5,6-TETRAHYDRONICOTINAMIDE ADENINE DINUCLEOTIDEPHOSPHATE
Small molecule	TYD	DTDP
Small molecule	TYR	L-TYROSINE
Small molecule	TYZ	4-ACETAMIDOBENZOIC ACID
Small molecule	TZD	THIAMINE THIAZOLONE PYROPHOSPHATE
Small molecule	U	UMP
Small molecule	U10	COENZYME Q10
Small molecule	U2F	URIDINE-5'-DIPHOSPHATE-2-DEOXY-2-FLUORO-ALPHA-D-GLUCOSE
Small molecule	U3P	3'-URIDYLIC ACID
Small molecule	U5P	UMP
Small molecule	UAP	1,4-DIDEOXY-5-DEHYDRO-O2-SULFO-GLUCURONIC ACID
Small molecule	UD1	UDP-N-ACETYLGLUCOSAMINE
Small molecule	UD2	URIDINE DIPHOSPHATE N-ACETYLGALACTOSAMINE
Small molecule	UDP	URIDINE-DIPHOSPHATE
Small molecule	UDX	UDP XYLOSE
Small molecule	UEG	4,5-BIS(HYDROXYMETHYL)-2-METHYL-PYRIDIN-3-OL
Small molecule	UGA	UDP-ALPHA-D-GLUCURONIC ACID
Small molecule	UMP	DUMP
Small molecule	UN1	2-AMINOADIPIC ACID
Small molecule	UNK	UNK
Small molecule	UNL	UNKNOWN LIGAND
Small molecule	UPG	UDP-GLUCOSE
Small molecule	UQ1	UBIQUINONE-1
Small molecule	UQ2	UBIQUINONE-2
Small molecule	UQ8	UBIQUINONE-8
Small molecule	UQ9	UBIQUINONE-9
Small molecule	URA	URACIL
Small molecule	URE	UREA
Small molecule	URF	5-FLUOROURACIL
Small molecule	URI	URIDINE
Small molecule	UTP	UTP(4-)
Small molecule	UVC	URIDINE-2',3'-VANADATE
Small molecule	UVW	ACETYL DIHYDROGEN PHOSPHATE
Small molecule	V55	VANILLIN
Small molecule	VAL	L-VALINE
Small molecule	VCA	VACCENIC ACID
Small molecule	VD3	CALCIOL
Small molecule	VDY	CALCIDIOL
Small molecule	VGL	PYRAZINOIC ACID
Small molecule	VK3	MENADIONE
Small molecule	VN3	VANADATE(3-)
Small molecule	VNL	VANILLATE
Small molecule	VOR	VORICONAZOLE
Small molecule	VX6	CYCLOPROPANECARBOXYLIC ACID {4-[4-(4-METHYL-PIPERAZIN-1-YL)-6-(5-METHYL-2H-PYRAZOL-3-YLAMINO)-PYRIMIDIN-2-YLSULFANYL]-PHENYL}-AMIDE
Small molecule	WBU	5-AMINO-1H-PYRIMIDINE-2,4-DIONE
Small molecule	WCA	P-COUMAROYL-COA
Small molecule	WO4	TUNGSTATE
Small molecule	X0V	3,4-DIAMINOBENZOTRIFLUORIDE
Small molecule	X6X	2-AMINO-2-DEOXY-ALPHA-D-GALACTOPYRANOSE
Small molecule	X8Z	CAPTOPRIL
Small molecule	XAN	XANTHINE
Small molecule	XE	XENON(0)
Small molecule	XG4	DGMPNPP
Small molecule	XI7	2-4-DIOXO-4-PHENYLBUTANOIC ACID
Small molecule	XIN	METHYL (3Z)-3-{[(4-{METHYL[(4-METHYLPIPERAZIN-1-YL)ACETYL]AMINO}PHENYL)AMINO](PHENYL)METHYLIDENE}-2-OXO-2,3-DIHYDRO-1H-INDOLE-6-CARBOXYLATE
Small molecule	XLS	D-XYLOSE (LINEAR FORM)
Small molecule	XMM	(5-BROMO-4-CHLORO-3-INDOLYL)-A-D-MANNOSE
Small molecule	XMP	XANTHOSINE-5'-MONOPHOSPHATE
Small molecule	XUL	D-XYLULOSE
Small molecule	XYL	XYLITOL
Small molecule	XYP	BETA-D-XYLOSE
Small molecule	XYS	.ALPHA.-D-XYLOPYRANOSE
Small molecule	Y01	CHOLESTEROL HYDROGEN SUCCINATE
Small molecule	YDJ	3-(CARBAMOYLAMINO)-5-(3-FLUOROPHENYL)-N-[(3S)-PIPERIDIN-3-YL]THIOPHENE-2-CARBOXAMIDE
Small molecule	YYY	DCDP
Small molecule	Z80	CHLORPROMAZINE
Small molecule	ZMR	ZANAMIVIR
Small molecule	ZZ7	(2R,4S)-2-[(R)-{[(2R)-2-AMINO-2-PHENYLACETYL]AMINO}(CARBOXY)METHYL]-5,5-DIMETHYL-1,3-THIAZOLIDINE-4-CARBOXYLIC ACID
